,zip,zip latitude,zip longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,20065,38.883412,-77.028198,ARTECHOUSE,38.884298956957274,-77.02926580391524,Art Gallery
1,20065,38.883412,-77.028198,"Mandarin Oriental, Washington DC",38.8836589,-77.0303185,Hotel
2,20065,38.883412,-77.028198,International Spy Museum,38.883895,-77.025539,Museum
3,20065,38.883412,-77.028198,Maine Avenue Fish Market,38.881144957159805,-77.0281178195069,Fish Market
4,20065,38.883412,-77.028198,Falafel Inc,38.881443,-77.0275,Falafel Restaurant
5,20065,38.883412,-77.028198,Blue Bottle Coffee,38.88108427819072,-77.02683509320595,Coffee Shop
6,20065,38.883412,-77.028198,Officina,38.88123656705686,-77.02710885222001,Italian Restaurant
7,20065,38.883412,-77.028198,Captain White's Seafood,38.880986237056796,-77.02832772545156,Fish Market
8,20065,38.883412,-77.028198,"The Spa at Mandarin Oriental, Washington DC",38.883621195833435,-77.03019976615906,Spa
9,20065,38.883412,-77.028198,Tiki TNT,38.88110070365886,-77.02740876476939,Tiki Bar
10,20065,38.883412,-77.028198,The Anthem,38.880049346332456,-77.02601735712379,Music Venue
11,20065,38.883412,-77.028198,Shake Shack,38.880329,-77.026472,Burger Joint
12,20065,38.883412,-77.028198,Cafe Twelve,38.88415,-77.028295,Sandwich Place
13,20065,38.883412,-77.028198,Rappahannock Oyster Bar,38.8812617838854,-77.02762778933298,Seafood Restaurant
14,20065,38.883412,-77.028198,Roti Modern Mediterranean,38.88391650000001,-77.0251943,Mediterranean Restaurant
15,20065,38.883412,-77.028198,La Vie,38.87994613590448,-77.02581947464151,Mediterranean Restaurant
16,20065,38.883412,-77.028198,USDA Cafeteria,38.88687028451811,-77.02918768589527,Café
17,20065,38.883412,-77.028198,Mi Vida,38.87977932027242,-77.02577028208567,Mexican Restaurant
18,20065,38.883412,-77.028198,District Doughnut,38.88086301203373,-77.02701760748178,Donut Shop
19,20065,38.883412,-77.028198,Starbucks,38.8838108,-77.02399342,Coffee Shop
20,20065,38.883412,-77.028198,Red Robin Gourmet Burgers and Brews,38.883846282958984,-77.0251693725586,Burger Joint
21,20065,38.883412,-77.028198,Knapp Memorial Arch,38.887468957839786,-77.02879098978718,Historic Site
22,20065,38.883412,-77.028198,National Car Rental,38.884538,-77.024962,Rental Car Location
23,20065,38.883412,-77.028198,Milk Bar,38.8799112,-77.0251126,Dessert Shop
24,20065,38.883412,-77.028198,Politics and Prose at The Wharf,38.88010849278846,-77.02521210259225,Bookstore
25,20065,38.883412,-77.028198,12 Stories,38.87956348112724,-77.02530394339001,Cocktail Bar
26,20065,38.883412,-77.028198,Cantina Bambina,38.87987708891401,-77.02635079622267,Mexican Restaurant
27,20065,38.883412,-77.028198,Starbucks,38.88456991,-77.02964852,Coffee Shop
28,20065,38.883412,-77.028198,Church's Chicken,38.884038764681655,-77.02506791058258,Fried Chicken Joint
29,20065,38.883412,-77.028198,Empress Lounge,38.88359614112271,-77.03023999929428,Lounge
30,20065,38.883412,-77.028198,Alamo Rent A Car,38.884674,-77.0254068,Rental Car Location
31,20065,38.883412,-77.028198,Subway,38.883814,-77.024409,Sandwich Place
32,20065,38.883412,-77.028198,Dunkin',38.88472414319495,-77.02368169955662,Donut Shop
33,20065,38.883412,-77.028198,Subway,38.88698708880235,-77.02563928014052,Sandwich Place
34,20065,38.883412,-77.028198,Uncommon Cafe (DOE),38.88619036514035,-77.02638168559648,Food Court
35,20065,38.883412,-77.028198,Moe's Southwest Grill,38.88433209657757,-77.02346741345893,Mexican Restaurant
36,20065,38.883412,-77.028198,PenFed Credit Union,38.88651639801934,-77.02645053893468,Credit Union
37,20065,38.883412,-77.028198,Capital Kabobs Food Truck,38.887042160831086,-77.02845006568054,Food Truck
38,20065,38.883412,-77.028198,Ninth Street Tunnel,38.8857819916358,-77.0240022206197,Tunnel
39,20015,38.96516,-77.06737,Broad Branch Market,38.96563005270433,-77.06863045692444,Grocery Store
40,20015,38.96516,-77.06737,Lafayette Recreation Center,38.967550753827084,-77.06736445426941,Recreation Center
41,20015,38.96516,-77.06737,Arby's,38.96640969406423,-77.07196395794897,Fast Food Restaurant
42,20015,38.96516,-77.06737,Broad Branch (Chevy Chase) Farmers' Market,38.965887,-77.068182,Farmers Market
43,20216,38.891911,-77.014098,Capitol Reflecting Pool,38.89003377111947,-77.01373950233408,Monument / Landmark
44,20216,38.891911,-77.014098,Charlie Palmer Steak,38.892812935519366,-77.01239007265724,Steakhouse
45,20216,38.891911,-77.014098,National Gallery of Art - East Building,38.89126350936385,-77.0168058259602,Art Museum
46,20216,38.891911,-77.014098,East Building Auditorium - National Gallery Of Art,38.8912951163119,-77.01703271316978,Performing Arts Venue
47,20216,38.891911,-77.014098,Ulysses S. Grant Memorial,38.88976343170759,-77.01302773546371,Monument / Landmark
48,20216,38.891911,-77.014098,U.S. Capitol - West Terrace,38.88969670232407,-77.01167106628418,Scenic Lookout
49,20216,38.891911,-77.014098,Blue Chicken,38.891502,-77.016852,Public Art
50,20216,38.891911,-77.014098,DC Empanadas,38.8925294574985,-77.0189918733211,Food Truck
51,20216,38.891911,-77.014098,United States Botanic Garden,38.88825299727735,-77.01290124326792,Botanical Garden
52,20216,38.891911,-77.014098,Botanical Gardens of Wildeland Hall,38.888150218431235,-77.01462803504636,Garden
53,20216,38.891911,-77.014098,The Alibi,38.893497592224264,-77.01345813947403,English Restaurant
54,20216,38.891911,-77.014098,National Japanese American Memorial to Patriotism in WWII,38.89449049018151,-77.01053869451475,Monument / Landmark
55,20216,38.891911,-77.014098,United States Capitol Rotunda,38.88981361419182,-77.0090639591217,Historic Site
56,20216,38.891911,-77.014098,National Museum of the American Indian,38.888141,-77.016476,History Museum
57,20216,38.891911,-77.014098,Momoyama,38.893172382658584,-77.01355354335563,Sushi Restaurant
58,20216,38.891911,-77.014098,The Grotto at the Summerhouse,38.89147663284277,-77.01063679822072,Garden
59,20216,38.891911,-77.014098,West Wing Cafe,38.89471371790026,-77.01124740160371,Deli / Bodega
60,20216,38.891911,-77.014098,Peace Monument,38.89065843505494,-77.01201899543712,Monument / Landmark
61,20216,38.891911,-77.014098,Hamilton's Bar & Grill,38.893254077287416,-77.0134600996971,Dive Bar
62,20216,38.891911,-77.014098,Upper Senate Park,38.892736348347455,-77.00907468795776,Park
63,20216,38.891911,-77.014098,Curbside Cupcakes,38.89477432337414,-77.01616326925995,Food Truck
64,20216,38.891911,-77.014098,Art and Soul,38.8954806,-77.01080069999999,Southern / Soul Food Restaurant
65,20216,38.891911,-77.014098,Robert A. Taft Memorial and Carrilon,38.8927196473511,-77.01105415821075,Sculpture Garden
66,20216,38.891911,-77.014098,Sandwiches by Phillip,38.89563836165619,-77.01221834874917,Café
67,20216,38.891911,-77.014098,Firehook Bakery & Coffee House,38.89495551612389,-77.0158497755935,Coffee Shop
68,20216,38.891911,-77.014098,The Liaison Capitol Hill,38.8952472,-77.0107551,Hotel
69,20216,38.891911,-77.014098,FedEx Office Print & Ship Center,38.895228810930796,-77.01143523809816,Shipping Store
70,20216,38.891911,-77.014098,Hyatt Regency Washington On Capitol Hill,38.89531695741151,-77.0115392407808,Hotel
71,20216,38.891911,-77.014098,Crypt of the Capitol,38.88980456493488,-77.00907708229849,Historic Site
72,20216,38.891911,-77.014098,Jack's Famous Deli,38.896246393471884,-77.01517626488103,Deli / Bodega
73,20216,38.891911,-77.014098,Article One Lounge,38.89531863856104,-77.01156661132505,Cocktail Bar
74,20216,38.891911,-77.014098,Taco Loco,38.89597502757507,-77.01604517501072,Taco Place
75,20216,38.891911,-77.014098,Senate Rotunda,38.889849098275576,-77.00908836657943,Capitol Building
76,20216,38.891911,-77.014098,Old Senate Chamber,38.88982047769383,-77.00901117406694,Historic Site
77,20060,38.918011,-77.020398,Landmark Atlantic Plumbing Cinema,38.91790446114049,-77.02331990003586,Movie Theater
78,20060,38.918011,-77.020398,Haikan,38.917896113602616,-77.02313750982285,Ramen Restaurant
79,20060,38.918011,-77.020398,CAVA,38.9163602,-77.0224301,Mediterranean Restaurant
80,20060,38.918011,-77.020398,Uproar Lounge & Restaurant,38.91615315003308,-77.0213151904623,Gay Bar
81,20060,38.918011,-77.020398,Compass Coffee,38.91622867322243,-77.02277809381485,Coffee Shop
82,20060,38.918011,-77.020398,Roy Boys,38.918265432817606,-77.02306821613664,Fried Chicken Joint
83,20060,38.918011,-77.020398,9:30 Club,38.91785402940214,-77.02368762832967,Music Venue
84,20060,38.918011,-77.020398,600t,38.915417,-77.020393,Cocktail Bar
85,20060,38.918011,-77.020398,Capo Italian Deli,38.916704983792805,-77.02257358922168,Sandwich Place
86,20060,38.918011,-77.020398,Right Proper Brewing Company,38.915459174073206,-77.021347993004,Brewery
87,20060,38.918011,-77.020398,Emmy Squared,38.91641441007239,-77.02346205711365,Pizza Place
88,20060,38.918011,-77.020398,Thai X-ing,38.91759560158482,-77.02416479587555,Thai Restaurant
89,20060,38.918011,-77.020398,All Souls Bar,38.915645041930844,-77.0227913690813,Bar
90,20060,38.918011,-77.020398,Hazel,38.91757055885924,-77.02329039573668,New American Restaurant
91,20060,38.918011,-77.020398,[solidcore] (solidcore),38.91498201641037,-77.0218860811065,Gym
92,20060,38.918011,-77.020398,Calabash Teahouse & Cafe,38.915202625155324,-77.0218795830388,Tea Room
93,20060,38.918011,-77.020398,The Royal,38.91501615442543,-77.01855897903442,Café
94,20060,38.918011,-77.020398,Cheryl A. Lofton & Associates,38.91563155499556,-77.02259871696467,Tailor Shop
95,20060,38.918011,-77.020398,Off Road Cycling,38.91713399358295,-77.02429665676455,Gym
96,20060,38.918011,-77.020398,Thai X-ing,38.915111032795856,-77.0190820367197,Thai Restaurant
97,20060,38.918011,-77.020398,DC9,38.9167003186554,-77.02420771121979,Nightclub
98,20060,38.918011,-77.020398,Gogi Yogi,38.916241,-77.022593,Korean Restaurant
99,20060,38.918011,-77.020398,Rito Loco,38.91541685139715,-77.02031046152115,Burrito Place
100,20060,38.918011,-77.020398,Habesha,38.91637199196733,-77.02394659447191,Ethiopian Restaurant
101,20060,38.918011,-77.020398,The Howard Theatre,38.91538346006928,-77.02105343341826,Concert Hall
102,20060,38.918011,-77.020398,Kouzina Angelinas Pizzeria,38.916746230875276,-77.0226600766182,Pizza Place
103,20060,38.918011,-77.020398,Potbelly Sandwich Shop,38.9201736,-77.0217496,Sandwich Place
104,20060,38.918011,-77.020398,Nellie's Sports Bar,38.91694379710745,-77.02415379682058,Gay Bar
105,20060,38.918011,-77.020398,Service Bar DC,38.91687937615125,-77.02504724264145,Cocktail Bar
106,20060,38.918011,-77.020398,Flash,38.916171792444395,-77.0214609654205,Nightclub
107,20060,38.918011,-77.020398,Shaw's Tavern,38.91525786410282,-77.01968561246025,Gastropub
108,20060,38.918011,-77.020398,Wet Dog Tavern,38.91820744842836,-77.024640179158,Bar
109,20060,38.918011,-77.020398,Whole Foods Market,38.919861,-77.024472,Grocery Store
110,20060,38.918011,-77.020398,Dirty Goose,38.917129165541056,-77.02461752736066,Gay Bar
111,20060,38.918011,-77.020398,Sugar Shack Donuts & Coffee,38.91651249453124,-77.0242089931611,Donut Shop
112,20060,38.918011,-77.020398,FishScale,38.916232,-77.0212,Seafood Restaurant
113,20060,38.918011,-77.020398,Starbucks,38.919865,-77.02174,Coffee Shop
114,20060,38.918011,-77.020398,Cortez,38.91599000982132,-77.02384294423709,Taco Place
115,20060,38.918011,-77.020398,American Ice Company,38.91824891363546,-77.02515399386635,BBQ Joint
116,20060,38.918011,-77.020398,Appioo African Bar & Grill,38.916296,-77.024259,African Restaurant
117,20060,38.918011,-77.020398,MK Lounge DC,38.91643677980112,-77.02402245177676,Hookah Bar
118,20060,38.918011,-77.020398,El Techo,38.915431066829505,-77.02025655234829,Bar
119,20060,38.918011,-77.020398,Bistro Bohem,38.91535424264446,-77.02016025781631,Eastern European Restaurant
120,20060,38.918011,-77.020398,Al Crostino,38.9163309328966,-77.02422380447388,Italian Restaurant
121,20060,38.918011,-77.020398,HalfSmoke,38.91632675903522,-77.02169179916382,Hot Dog Joint
122,20060,38.918011,-77.020398,Chipotle Mexican Grill,38.921088173581566,-77.02186473189448,Mexican Restaurant
123,20060,38.918011,-77.020398,C Alan Barber Salon,38.91715904292101,-77.02485486362137,Salon / Barbershop
124,20060,38.918011,-77.020398,El Rey,38.91709349826785,-77.0249824487844,Taco Place
125,20060,38.918011,-77.020398,Negril Eatery,38.920528836478766,-77.02197809389551,Caribbean Restaurant
126,20060,38.918011,-77.020398,Backroom,38.91681640216028,-77.0225331466122,Speakeasy
127,20032,38.836145,-77.00058,Oxon Run Park,38.83550728492639,-77.00037136082703,Park
128,20506,38.899364,-77.037668,The Hay-Adams,38.90051,-77.0368855,Hotel
129,20506,38.899364,-77.037668,Renwick Gallery,38.89896232958596,-77.03918853667676,Art Museum
130,20506,38.899364,-77.037668,The White House,38.897803614613096,-77.03656196594238,Government Building
131,20506,38.899364,-77.037668,Off the Record,38.900161652292645,-77.03692557820627,Hotel Bar
132,20506,38.899364,-77.037668,The Bombay Club,38.90082247535677,-77.03824645696865,Indian Restaurant
133,20506,38.899364,-77.037668,Compass Coffee,38.900382,-77.039935,Coffee Shop
134,20506,38.899364,-77.037668,AKA White House,38.89997,-77.04029,Hotel
135,20506,38.899364,-77.037668,The West Wing,38.897487622328256,-77.03755974769592,Government Building
136,20506,38.899364,-77.037668,Metropolitan Club,38.90005272587609,-77.03980862597372,Historic Site
137,20506,38.899364,-77.037668,BLT Steak,38.90172,-77.0376,Steakhouse
138,20506,38.899364,-77.037668,Lafayette Square Park,38.89968440500022,-77.0365297794342,Park
139,20506,38.899364,-77.037668,Luke’s Lobster,38.90034,-77.040013,Seafood Restaurant
140,20506,38.899364,-77.037668,Black Lives Matter Plaza,38.900234,-77.036514,Plaza
141,20506,38.899364,-77.037668,"Joe's Seafood, Prime Steak & Stone Crab",38.89998421007432,-77.03393876552582,Seafood Restaurant
142,20506,38.899364,-77.037668,South Lawn,38.89672777385296,-77.0366048812866,Garden
143,20506,38.899364,-77.037668,El Fuego,38.90182628345544,-77.03861033227523,Food Truck
144,20506,38.899364,-77.037668,"The St. Regis Washington, D.C.",38.9021295,-77.0361522,Hotel
145,20506,38.899364,-77.037668,La Colombe Coffee Roasters,38.90136541858352,-77.0400513885044,Coffee Shop
146,20506,38.899364,-77.037668,Sofitel Washington DC Lafayette Square,38.900478229021644,-77.0340060442959,Hotel
147,20506,38.899364,-77.037668,Taylor Gourmet,38.89932678510744,-77.04082597042813,Sandwich Place
148,20506,38.899364,-77.037668,FRESHFARM Market by the White House,38.90084508174269,-77.03474199713715,Farmers Market
149,20506,38.899364,-77.037668,CHOPT,38.899099646100986,-77.03999616626356,Salad Place
150,20506,38.899364,-77.037668,Old Ebbitt Grill,38.897954318339245,-77.0332701080582,American Restaurant
151,20506,38.899364,-77.037668,Farragut Square,38.90193173806494,-77.03896254301071,Park
152,20506,38.899364,-77.037668,JOE & THE JUICE,38.902197,-77.034886,Juice Bar
153,20506,38.899364,-77.037668,Compass Coffee,38.901041098688765,-77.04167958944649,Coffee Shop
154,20506,38.899364,-77.037668,KBBQ Box Food Truck,38.90245395866794,-77.03861595476528,Food Truck
155,20506,38.899364,-77.037668,W. Curtis Draper Tobacconist,38.8984122539188,-77.03359238212656,Smoke Shop
156,20506,38.899364,-77.037668,Opaline,38.900498,-77.03397,French Restaurant
157,20506,38.899364,-77.037668,Zeke's Coffee,38.89979,-77.033296,Coffee Shop
158,20506,38.899364,-77.037668,St. Regis Bar,38.90238728115978,-77.03644607848888,Hotel Bar
159,20506,38.899364,-77.037668,FroZenYo,38.90115523813096,-77.03896522521973,Frozen Yogurt Shop
160,20506,38.899364,-77.037668,W Hotel - Washington D.C.,38.8970366,-77.0333217,Hotel
161,20506,38.899364,-77.037668,Pret A Manger,38.90264755640078,-77.03868785522629,Sandwich Place
162,20506,38.899364,-77.037668,Kellari Taverna,38.902574921928256,-77.04031063323761,Greek Restaurant
163,20506,38.899364,-77.037668,Starbucks,38.90146,-77.0423,Coffee Shop
164,20506,38.899364,-77.037668,POV,38.896968,-77.033315,Bar
165,20506,38.899364,-77.037668,Dunkin',38.90223065061964,-77.03990813376424,Donut Shop
166,20506,38.899364,-77.037668,First Division Monument,38.89594239872644,-77.03871107200781,Monument / Landmark
167,20506,38.899364,-77.037668,Hilton,38.9027677,-77.0361529,Hotel
168,20506,38.899364,-77.037668,Taberna Del Alabardero,38.90087630431195,-77.04171723527989,Spanish Restaurant
169,20506,38.899364,-77.037668,White House Kitchen Garden,38.89582003633327,-77.03688072055229,Garden
170,20506,38.899364,-77.037668,Dua Coffee,38.901925,-77.033295,Coffee Shop
171,20506,38.899364,-77.037668,T-Mobile,38.9003809,-77.0333926,Mobile Phone Shop
172,20506,38.899364,-77.037668,The Loft Bar at The Hamilton,38.89744029564455,-77.03264151678611,American Restaurant
173,20506,38.899364,-77.037668,Siroc,38.901782,-77.033303,Italian Restaurant
174,20506,38.899364,-77.037668,Muse At The Corcoran,38.895849616597744,-77.03956091712118,Café
175,20506,38.899364,-77.037668,President's Park,38.896018017933294,-77.03658342361449,Park
176,20506,38.899364,-77.037668,BBQ Bandidos,38.895542059990305,-77.03651905059814,BBQ Joint
177,20242,38.867812,-77.028948,DC Harbor Cruises,38.86403068788066,-77.03139646216817,Boat or Ferry
178,20404,38.899161,-77.008948,Pho Junkies,38.898375990359234,-77.00730588140306,Food Truck
179,20404,38.899161,-77.008948,National Postal Museum,38.89771724526776,-77.00829148292542,History Museum
180,20404,38.899161,-77.008948,Neuhaus Chocolatier,38.897949668173744,-77.0066934948185,Candy Store
181,20404,38.899161,-77.008948,Pret A Manger,38.898355,-77.006844,Sandwich Place
182,20404,38.899161,-77.008948,Magnolia Bakery,38.89783330443075,-77.00644717934559,Bakery
183,20404,38.899161,-77.008948,District Rico,38.90037038010604,-77.01161473989487,Peruvian Restaurant
184,20404,38.899161,-77.008948,Roti Modern Mediterranean,38.897500147235014,-77.00673043727875,Mediterranean Restaurant
185,20404,38.899161,-77.008948,Shake Shack,38.89731891155646,-77.00653751984228,Burger Joint
186,20404,38.899161,-77.008948,Dangerously Delicious Pie Truck,38.89782167300064,-77.00928549341575,Food Truck
187,20404,38.899161,-77.008948,CapMacDC,38.897616507958105,-77.00969041007575,Food Truck
188,20404,38.899161,-77.008948,Food Truck Alley,38.89731215257944,-77.00899305276528,Food Truck
189,20404,38.899161,-77.008948,Chick-fil-A,38.8978032,-77.0060493,Fast Food Restaurant
190,20404,38.899161,-77.008948,Potbelly Sandwich Shop,38.89762224787109,-77.00617111316666,Sandwich Place
191,20404,38.899161,-77.008948,Union Station Shoe Shine,38.897914411889026,-77.00585303686057,Shoe Store
192,20404,38.899161,-77.008948,&pizza,38.8978033,-77.0061115,Pizza Place
193,20404,38.899161,-77.008948,Ladurée,38.8977859,-77.0057621,Dessert Shop
194,20404,38.899161,-77.008948,Pepe Food Truck [José Andrés],38.89800792591814,-77.01031465394539,Food Truck
195,20404,38.899161,-77.008948,Victoria's Secret PINK,38.897890992203145,-77.0056569211741,Lingerie Store
196,20404,38.899161,-77.008948,CAVA,38.89734567323064,-77.0062530040741,Mediterranean Restaurant
197,20404,38.899161,-77.008948,Dubliner Restaurant & Pub,38.897141099032005,-77.0093911886215,Irish Pub
198,20404,38.899161,-77.008948,Union Station,38.89779532810432,-77.006175463467,Train Station
199,20404,38.899161,-77.008948,Union Square,38.90037787432326,-77.00904929140665,Plaza
200,20404,38.899161,-77.008948,Jersey Mike's Subs,38.897866,-77.006246,Deli / Bodega
201,20404,38.899161,-77.008948,Washington Court Hotel,38.89681041600534,-77.01107406451123,Hotel
202,20404,38.899161,-77.008948,CHOPT,38.89739083612427,-77.00654465523715,Salad Place
203,20404,38.899161,-77.008948,barre3,38.89967624569538,-77.00349387779146,Gym / Fitness Center
204,20404,38.899161,-77.008948,Cafe Phillips,38.902221879678144,-77.00624763965605,Sandwich Place
205,20404,38.899161,-77.008948,Art and Soul,38.8954806,-77.01080069999999,Southern / Soul Food Restaurant
206,20404,38.899161,-77.008948,Sport & Fitness Center,38.89708378384621,-77.01298435362239,Gym / Fitness Center
207,20404,38.899161,-77.008948,Walmart Pharmacy,38.90086665769811,-77.01144427097461,Pharmacy
208,20404,38.899161,-77.008948,Sandwiches by Phillip,38.89563836165619,-77.01221834874917,Café
209,20404,38.899161,-77.008948,Subway Cafe,38.8969513,-77.0125226,Sandwich Place
210,20404,38.899161,-77.008948,The Liaison Capitol Hill,38.8952472,-77.0107551,Hotel
211,20404,38.899161,-77.008948,Hyatt Regency Washington On Capitol Hill,38.89531695741151,-77.0115392407808,Hotel
212,20404,38.899161,-77.008948,FedEx Office Print & Ship Center,38.895228810930796,-77.01143523809816,Shipping Store
213,20404,38.899161,-77.008948,Victims of Communism Memorial,38.898571599357275,-77.01216421617389,Monument / Landmark
214,20404,38.899161,-77.008948,Walmart Supercenter,38.90037916998533,-77.01197699314048,Big Box Store
215,20404,38.899161,-77.008948,Federal City Bar,38.896853095689885,-77.01106261759473,Hotel Bar
216,20404,38.899161,-77.008948,The Gonzaga Weight Room,38.9017417242715,-77.01109636020705,Gym
217,20404,38.899161,-77.008948,Article One Lounge,38.89531863856104,-77.01156661132505,Cocktail Bar
218,20404,38.899161,-77.008948,Bench Park,38.899588903875156,-77.01377324420157,Park
219,20404,38.899161,-77.008948,Unnamed Park,38.899896861469585,-77.01447057402777,Park
220,20526,38.902217,-77.043738,Little Sesame,38.903549,-77.042962,Israeli Restaurant
221,20526,38.902217,-77.043738,DC Pizza,38.904038152958506,-77.04318566209156,Pizza Place
222,20526,38.902217,-77.043738,Founding Farmers,38.90032904960146,-77.04451739788055,American Restaurant
223,20526,38.902217,-77.043738,Toryumon Japanese House,38.90054384853164,-77.04353805209813,Japanese Restaurant
224,20526,38.902217,-77.043738,Wawa,38.90430255877382,-77.04335560697834,Convenience Store
225,20526,38.902217,-77.043738,Yoga District,38.901311802369264,-77.04472085716729,Yoga Studio
226,20526,38.902217,-77.043738,Pisco y Nazca,38.90398223,-77.04264014,Peruvian Restaurant
227,20526,38.902217,-77.043738,Crepeaway,38.90374249010733,-77.04526182002294,French Restaurant
228,20526,38.902217,-77.043738,Penn Grill,38.90108192209482,-77.04488305478989,Sandwich Place
229,20526,38.902217,-77.043738,Compass Coffee,38.901041098688765,-77.04167958944649,Coffee Shop
230,20526,38.902217,-77.043738,Filter Coffeehouse & Espresso Bar,38.901133,-77.044608,Coffee Shop
231,20526,38.902217,-77.043738,Starbucks,38.90146,-77.0423,Coffee Shop
232,20526,38.902217,-77.043738,Duke's Grocery,38.90051441055309,-77.04600736498833,Gastropub
233,20526,38.902217,-77.043738,Bindaas,38.9002822,-77.0455959,Indian Restaurant
234,20526,38.902217,-77.043738,Pret A Manger,38.90384406097299,-77.04313106381127,Sandwich Place
235,20526,38.902217,-77.043738,Hotel Lombardy,38.901408813845464,-77.04588989102214,Hotel
236,20526,38.902217,-77.043738,Captain Cookie and the Milkman,38.900599474100495,-77.0463150367463,Bakery
237,20526,38.902217,-77.043738,Green Bee Café,38.90458873834219,-77.04483183779725,Café
238,20526,38.902217,-77.043738,The Prime Rib,38.902546635793584,-77.04587052886936,Steakhouse
239,20526,38.902217,-77.043738,Donburi,38.90480731222964,-77.04349178100773,Japanese Restaurant
240,20526,38.902217,-77.043738,Greek Deli & Catering,38.904517444125396,-77.04342771984723,Greek Restaurant
241,20526,38.902217,-77.043738,K Street Cafe & Bagel,38.90230187352699,-77.04539586333823,Bagel Shop
242,20526,38.902217,-77.043738,La Colombe Coffee Roasters,38.90136541858352,-77.0400513885044,Coffee Shop
243,20526,38.902217,-77.043738,GWU University Yard,38.899239701530206,-77.04584626049449,College Quad
244,20526,38.902217,-77.043738,DC Improv Comedy Club,38.90489363160992,-77.04120755195618,Comedy Club
245,20526,38.902217,-77.043738,Kellari Taverna,38.902574921928256,-77.04031063323761,Greek Restaurant
246,20526,38.902217,-77.043738,Casa De Montecristo,38.90459,-77.04352,Lounge
247,20526,38.902217,-77.043738,Tempo,38.905378000000006,-77.044522,Turkish Restaurant
248,20526,38.902217,-77.043738,Compass Coffee,38.900382,-77.039935,Coffee Shop
249,20526,38.902217,-77.043738,Starbucks,38.90374399712223,-77.04495480073042,Coffee Shop
250,20526,38.902217,-77.043738,Bub and Pop's,38.90571168775903,-77.0423350112726,Sandwich Place
251,20526,38.902217,-77.043738,AKA White House,38.89997,-77.04029,Hotel
252,20526,38.902217,-77.043738,Soi 38,38.9041645980447,-77.0467417129709,Thai Restaurant
253,20526,38.902217,-77.043738,Morton's The Steakhouse,38.903451,-77.0407226,Steakhouse
254,20526,38.902217,-77.043738,Boqueria,38.905921,-77.0431399,Spanish Restaurant
255,20526,38.902217,-77.043738,HomeSlyce,38.902605000140746,-77.0469532145187,Pizza Place
256,20526,38.902217,-77.043738,Luke’s Lobster,38.90034,-77.040013,Seafood Restaurant
257,20526,38.902217,-77.043738,Mercy Me,38.90496459864981,-77.04745441675186,Café
258,20526,38.902217,-77.043738,"The Mayflower Hotel, Autograph Collection",38.9044809,-77.040141,Hotel
259,20526,38.902217,-77.043738,Taberna Del Alabardero,38.90087630431195,-77.04171723527989,Spanish Restaurant
260,20526,38.902217,-77.043738,Taylor Gourmet,38.89932678510744,-77.04082597042813,Sandwich Place
261,20526,38.902217,-77.043738,Rasika,38.90506478729127,-77.04807937145233,Indian Restaurant
262,20526,38.902217,-77.043738,Metropolitan Club,38.90005272587609,-77.03980862597372,Historic Site
263,20526,38.902217,-77.043738,El Fuego,38.90182628345544,-77.03861033227523,Food Truck
264,20526,38.902217,-77.043738,Tatte Bakery,38.90545,-77.047674,Bakery
265,20526,38.902217,-77.043738,Chipotle Mexican Grill,38.900311689979254,-77.04577224689166,Mexican Restaurant
266,20526,38.902217,-77.043738,Farragut Square,38.90193173806494,-77.03896254301071,Park
267,20526,38.902217,-77.043738,KBBQ Box Food Truck,38.90245395866794,-77.03861595476528,Food Truck
268,20526,38.902217,-77.043738,Burberry,38.905711,-77.04085886478424,Boutique
269,20526,38.902217,-77.043738,Dunkin',38.90223065061964,-77.03990813376424,Donut Shop
270,20531,38.893761,-77.021848,Rasika,38.89491996979955,-77.02120900154114,Indian Restaurant
271,20531,38.893761,-77.021848,The Capital Grille,38.89295694991948,-77.02006727161813,American Restaurant
272,20531,38.893761,-77.021848,Fiola,38.893813554318534,-77.02072620391846,Italian Restaurant
273,20531,38.893761,-77.021848,National Archives and Records Administration,38.89242635847751,-77.02312380547136,Museum
274,20531,38.893761,-77.021848,United States Navy Memorial,38.893951048395024,-77.02280224892338,Monument / Landmark
275,20531,38.893761,-77.021848,Pitango Gelato,38.89518508943976,-77.02171593904495,Ice Cream Shop
276,20531,38.893761,-77.021848,Oyamel Cocina Mexicana,38.89491996979955,-77.02171862125395,Mexican Restaurant
277,20531,38.893761,-77.021848,National Archives Rotunda,38.89243803549243,-77.02309823653005,History Museum
278,20531,38.893761,-77.021848,The Partisan,38.894947108075904,-77.02255010604858,New American Restaurant
279,20531,38.893761,-77.021848,Woolly Mammoth Theatre Company,38.89493040759938,-77.02136188745499,Theater
280,20531,38.893761,-77.021848,Red Apron Butchery,38.894898,-77.022575,Deli / Bodega
281,20531,38.893761,-77.021848,Shakespeare Theatre Company - Lansburgh Theatre,38.8957174132878,-77.02218532562256,Theater
282,20531,38.893761,-77.021848,Jaleo,38.89591364146447,-77.02216386795044,Tapas Restaurant
283,20531,38.893761,-77.021848,China Chilcano,38.895425,-77.022176,Peruvian Restaurant
284,20531,38.893761,-77.021848,DC Empanadas,38.8925294574985,-77.0189918733211,Food Truck
285,20531,38.893761,-77.021848,Protein Bar & Kitchen,38.894659,-77.022086,Gluten-free Restaurant
